"","job","education","age","day_of_week","euribor3m","marital","nr.employed","month"
"24280","technician","professional.course",42,"mon",4.191,"married",5195.8,"nov"
"24297","blue-collar","basic.4y",53,"mon",4.191,"married",5195.8,"nov"
"24298","admin.","university.degree",48,"mon",4.191,"single",5195.8,"nov"
"24299","blue-collar","basic.4y",51,"mon",4.191,"married",5195.8,"nov"
"24303","admin.","high.school",48,"mon",4.191,"divorced",5195.8,"nov"
"24306","self-employed","university.degree",31,"mon",4.191,"single",5195.8,"nov"
"24308","unemployed","basic.9y",44,"mon",4.191,"married",5195.8,"nov"
"24309","management","university.degree",51,"mon",4.191,"married",5195.8,"nov"
"24310","management","university.degree",45,"mon",4.191,"married",5195.8,"nov"
"24316","technician","basic.9y",38,"mon",4.191,"married",5195.8,"nov"
"24318","management","university.degree",54,"mon",4.191,"married",5195.8,"nov"
"24324","technician","professional.course",46,"mon",4.191,"married",5195.8,"nov"
"24331","services","high.school",45,"mon",4.191,"divorced",5195.8,"nov"
"24332","management","basic.6y",46,"mon",4.191,"married",5195.8,"nov"
"24336","entrepreneur","high.school",36,"mon",4.191,"married",5195.8,"nov"
"24339","management","university.degree",52,"mon",4.191,"divorced",5195.8,"nov"
"24342","self-employed","basic.9y",53,"mon",4.191,"married",5195.8,"nov"
"24347","retired","high.school",58,"mon",4.191,"married",5195.8,"nov"
"24364","technician","professional.course",43,"mon",4.191,"married",5195.8,"nov"
"24375","blue-collar","basic.9y",31,"mon",4.191,"married",5195.8,"nov"
"24377","blue-collar","high.school",39,"mon",4.191,"divorced",5195.8,"nov"
"24382","admin.","university.degree",40,"mon",4.191,"married",5195.8,"nov"
"24387","blue-collar","basic.9y",50,"mon",4.191,"married",5195.8,"nov"
"24406","unemployed","basic.9y",36,"mon",4.191,"married",5195.8,"nov"
"24411","self-employed","university.degree",36,"mon",4.191,"single",5195.8,"nov"
"24412","admin.","professional.course",47,"mon",4.191,"divorced",5195.8,"nov"
"24414","admin.","high.school",46,"mon",4.191,"divorced",5195.8,"nov"
"24418","management","university.degree",39,"mon",4.191,"married",5195.8,"nov"
"24419","management","university.degree",36,"mon",4.191,"married",5195.8,"nov"
"24420","technician","professional.course",50,"mon",4.191,"married",5195.8,"nov"
"24422","admin.","high.school",52,"mon",4.191,"divorced",5195.8,"nov"
"24430","management","university.degree",56,"mon",4.191,"married",5195.8,"nov"
"24433","blue-collar","basic.9y",33,"mon",4.191,"single",5195.8,"nov"
"24435","blue-collar","basic.9y",40,"mon",4.191,"married",5195.8,"nov"
"24439","services","high.school",53,"mon",4.191,"married",5195.8,"nov"
"24446","admin.","high.school",42,"mon",4.191,"single",5195.8,"nov"
"24459","admin.","high.school",42,"mon",4.191,"married",5195.8,"nov"
"24471","management","unknown",37,"mon",4.191,"divorced",5195.8,"nov"
"24477","management","university.degree",44,"mon",4.191,"married",5195.8,"nov"
"24479","admin.","university.degree",33,"mon",4.191,"divorced",5195.8,"nov"
"24480","technician","professional.course",57,"mon",4.191,"married",5195.8,"nov"
"24485","blue-collar","basic.9y",53,"mon",4.191,"married",5195.8,"nov"
"24496","unemployed","basic.9y",45,"mon",4.191,"married",5195.8,"nov"
"24497","blue-collar","basic.9y",33,"mon",4.191,"married",5195.8,"nov"
"24498","services","basic.4y",48,"mon",4.191,"married",5195.8,"nov"
"24500","self-employed","university.degree",31,"mon",4.191,"single",5195.8,"nov"
"24502","entrepreneur","university.degree",52,"mon",4.191,"single",5195.8,"nov"
"24504","management","unknown",48,"mon",4.191,"married",5195.8,"nov"
"24511","housemaid","university.degree",53,"mon",4.191,"married",5195.8,"nov"
"24512","technician","university.degree",44,"mon",4.191,"single",5195.8,"nov"
"24519","management","university.degree",38,"mon",4.191,"divorced",5195.8,"nov"
"24527","services","high.school",52,"mon",4.191,"divorced",5195.8,"nov"
"24533","technician","professional.course",35,"mon",4.191,"married",5195.8,"nov"
"24539","admin.","high.school",34,"mon",4.191,"married",5195.8,"nov"
"24541","self-employed","university.degree",31,"mon",4.191,"married",5195.8,"nov"
"24544","services","high.school",56,"mon",4.191,"married",5195.8,"nov"
"24552","admin.","high.school",55,"mon",4.191,"married",5195.8,"nov"
"24553","management","university.degree",32,"mon",4.191,"single",5195.8,"nov"
"24565","admin.","university.degree",42,"mon",4.191,"divorced",5195.8,"nov"
"24566","entrepreneur","basic.4y",46,"mon",4.191,"married",5195.8,"nov"
"24570","admin.","university.degree",35,"mon",4.191,"married",5195.8,"nov"
"24577","technician","basic.9y",42,"mon",4.191,"married",5195.8,"nov"
"24578","self-employed","university.degree",34,"mon",4.191,"married",5195.8,"nov"
"24579","self-employed","basic.9y",46,"mon",4.191,"married",5195.8,"nov"
"24581","technician","high.school",46,"mon",4.191,"married",5195.8,"nov"
"24584","entrepreneur","basic.6y",34,"mon",4.191,"married",5195.8,"nov"
"24588","entrepreneur","basic.9y",38,"mon",4.191,"married",5195.8,"nov"
"24597","services","basic.9y",37,"mon",4.191,"single",5195.8,"nov"
"24598","admin.","high.school",51,"mon",4.191,"married",5195.8,"nov"
"24602","entrepreneur","university.degree",34,"mon",4.191,"single",5195.8,"nov"
"24603","blue-collar","basic.9y",35,"mon",4.191,"married",5195.8,"nov"
"24607","entrepreneur","university.degree",46,"mon",4.191,"married",5195.8,"nov"
"24612","unemployed","high.school",34,"mon",4.191,"married",5195.8,"nov"
"24613","admin.","high.school",31,"mon",4.191,"married",5195.8,"nov"
"24618","services","professional.course",39,"mon",4.191,"married",5195.8,"nov"
"24622","housemaid","high.school",31,"mon",4.191,"married",5195.8,"nov"
"24625","blue-collar","basic.9y",33,"mon",4.191,"married",5195.8,"nov"
"24626","blue-collar","professional.course",53,"mon",4.191,"married",5195.8,"nov"
"24632","admin.","university.degree",42,"mon",4.191,"married",5195.8,"nov"
"24636","management","university.degree",43,"mon",4.191,"married",5195.8,"nov"
"24642","admin.","university.degree",36,"mon",4.191,"married",5195.8,"nov"
"24644","technician","professional.course",42,"mon",4.191,"married",5195.8,"nov"
"24646","admin.","basic.9y",38,"mon",4.191,"single",5195.8,"nov"
"24647","technician","professional.course",55,"mon",4.191,"single",5195.8,"nov"
"24648","admin.","university.degree",41,"mon",4.191,"divorced",5195.8,"nov"
"24655","blue-collar","basic.9y",50,"mon",4.191,"married",5195.8,"nov"
"24667","retired","university.degree",52,"mon",4.191,"married",5195.8,"nov"
"24668","management","university.degree",53,"mon",4.191,"married",5195.8,"nov"
"24671","self-employed","university.degree",31,"mon",4.191,"single",5195.8,"nov"
"24682","entrepreneur","university.degree",41,"mon",4.191,"married",5195.8,"nov"
"24683","blue-collar","high.school",35,"mon",4.191,"married",5195.8,"nov"
"24687","services","high.school",39,"mon",4.191,"married",5195.8,"nov"
"24689","admin.","university.degree",30,"mon",4.191,"married",5195.8,"nov"
"24700","admin.","university.degree",35,"mon",4.191,"married",5195.8,"nov"
"24703","technician","professional.course",57,"mon",4.191,"divorced",5195.8,"nov"
"24704","admin.","university.degree",43,"mon",4.191,"married",5195.8,"nov"
"24706","services","high.school",52,"mon",4.191,"divorced",5195.8,"nov"
"24709","entrepreneur","basic.9y",37,"mon",4.191,"married",5195.8,"nov"
"24712","management","basic.6y",41,"mon",4.191,"married",5195.8,"nov"
"24714","self-employed","basic.4y",51,"mon",4.191,"married",5195.8,"nov"
"24715","management","university.degree",52,"mon",4.191,"married",5195.8,"nov"
"24717","self-employed","university.degree",45,"mon",4.191,"married",5195.8,"nov"
"24718","entrepreneur","university.degree",32,"mon",4.191,"married",5195.8,"nov"
"24721","entrepreneur","university.degree",37,"mon",4.191,"married",5195.8,"nov"
"24722","admin.","university.degree",41,"mon",4.191,"married",5195.8,"nov"
"24733","unemployed","high.school",42,"tue",4.153,"married",5195.8,"nov"
"24740","admin.","high.school",34,"tue",4.153,"married",5195.8,"nov"
"24742","admin.","university.degree",51,"tue",4.153,"married",5195.8,"nov"
"24747","services","professional.course",41,"tue",4.153,"single",5195.8,"nov"
"24752","blue-collar","basic.6y",55,"tue",4.153,"single",5195.8,"nov"
"24753","admin.","basic.6y",49,"tue",4.153,"divorced",5195.8,"nov"
"24757","technician","university.degree",31,"tue",4.153,"married",5195.8,"nov"
"24763","self-employed","basic.9y",40,"tue",4.153,"married",5195.8,"nov"
"24772","blue-collar","professional.course",35,"tue",4.153,"married",5195.8,"nov"
"24778","blue-collar","high.school",37,"tue",4.153,"single",5195.8,"nov"
"24785","entrepreneur","basic.9y",40,"tue",4.153,"married",5195.8,"nov"
"24794","admin.","high.school",35,"tue",4.153,"married",5195.8,"nov"
"24803","technician","high.school",37,"tue",4.153,"married",5195.8,"nov"
"24807","technician","professional.course",34,"tue",4.153,"married",5195.8,"nov"
"24812","admin.","university.degree",29,"tue",4.153,"single",5195.8,"nov"
"24822","unemployed","basic.6y",35,"tue",4.153,"single",5195.8,"nov"
"24827","housemaid","professional.course",50,"tue",4.153,"divorced",5195.8,"nov"
"24828","blue-collar","basic.9y",33,"tue",4.153,"married",5195.8,"nov"
"24830","blue-collar","basic.9y",29,"tue",4.153,"married",5195.8,"nov"
"24834","services","high.school",39,"tue",4.153,"divorced",5195.8,"nov"
"24841","technician","professional.course",43,"tue",4.153,"married",5195.8,"nov"
"24851","admin.","university.degree",51,"tue",4.153,"married",5195.8,"nov"
"24853","management","university.degree",33,"tue",4.153,"married",5195.8,"nov"
"24872","management","high.school",39,"tue",4.153,"single",5195.8,"nov"
"24891","blue-collar","high.school",37,"tue",4.153,"married",5195.8,"nov"
"24892","entrepreneur","professional.course",49,"tue",4.153,"married",5195.8,"nov"
"24894","blue-collar","basic.4y",35,"tue",4.153,"married",5195.8,"nov"
"24901","blue-collar","basic.4y",32,"tue",4.153,"married",5195.8,"nov"
"24907","blue-collar","basic.9y",34,"tue",4.153,"married",5195.8,"nov"
"24911","admin.","basic.9y",52,"tue",4.153,"single",5195.8,"nov"
"24914","unemployed","high.school",30,"tue",4.153,"married",5195.8,"nov"
"24918","blue-collar","basic.6y",37,"tue",4.153,"divorced",5195.8,"nov"
"24921","blue-collar","high.school",34,"tue",4.153,"single",5195.8,"nov"
"24923","blue-collar","basic.9y",36,"tue",4.153,"married",5195.8,"nov"
"24926","technician","professional.course",40,"tue",4.153,"married",5195.8,"nov"
"24934","management","university.degree",49,"tue",4.153,"married",5195.8,"nov"
"24936","services","high.school",47,"tue",4.153,"married",5195.8,"nov"
"24938","admin.","university.degree",30,"tue",4.153,"divorced",5195.8,"nov"
"24939","admin.","university.degree",30,"tue",4.153,"divorced",5195.8,"nov"
"24941","housemaid","basic.4y",36,"tue",4.153,"married",5195.8,"nov"
"24954","retired","professional.course",57,"tue",4.153,"married",5195.8,"nov"
"24955","blue-collar","basic.4y",49,"tue",4.153,"married",5195.8,"nov"
"24958","management","university.degree",43,"tue",4.153,"married",5195.8,"nov"
"24961","admin.","high.school",51,"tue",4.153,"married",5195.8,"nov"
"24967","blue-collar","basic.6y",29,"tue",4.153,"divorced",5195.8,"nov"
"24974","self-employed","university.degree",50,"tue",4.153,"married",5195.8,"nov"
"24975","admin.","high.school",39,"tue",4.153,"married",5195.8,"nov"
"24978","blue-collar","professional.course",38,"tue",4.153,"married",5195.8,"nov"
"24987","management","high.school",35,"tue",4.153,"married",5195.8,"nov"
"24996","entrepreneur","basic.9y",50,"tue",4.153,"married",5195.8,"nov"
"25020","technician","high.school",29,"tue",4.153,"single",5195.8,"nov"
"25031","technician","university.degree",54,"tue",4.153,"married",5195.8,"nov"
"25035","technician","professional.course",32,"tue",4.153,"single",5195.8,"nov"
"25046","management","university.degree",29,"tue",4.153,"single",5195.8,"nov"
"25049","management","university.degree",29,"tue",4.153,"single",5195.8,"nov"
"25053","technician","high.school",29,"tue",4.153,"single",5195.8,"nov"
"25055","unemployed","university.degree",32,"tue",4.153,"married",5195.8,"nov"
"25073","services","high.school",33,"tue",4.153,"married",5195.8,"nov"
"25076","retired","basic.9y",37,"tue",4.153,"divorced",5195.8,"nov"
"25078","services","basic.9y",35,"tue",4.153,"married",5195.8,"nov"
"25079","retired","basic.9y",37,"tue",4.153,"divorced",5195.8,"nov"
"25083","management","university.degree",54,"tue",4.153,"married",5195.8,"nov"
"25094","management","professional.course",43,"tue",4.153,"married",5195.8,"nov"
"25105","services","high.school",32,"tue",4.153,"divorced",5195.8,"nov"
"25106","blue-collar","basic.4y",51,"tue",4.153,"married",5195.8,"nov"
"25111","services","high.school",47,"tue",4.153,"married",5195.8,"nov"
"25117","technician","professional.course",48,"tue",4.153,"divorced",5195.8,"nov"
"25118","management","professional.course",36,"tue",4.153,"married",5195.8,"nov"
"25128","admin.","university.degree",36,"tue",4.153,"married",5195.8,"nov"
"25134","admin.","university.degree",41,"tue",4.153,"married",5195.8,"nov"
"25135","unemployed","basic.9y",54,"tue",4.153,"married",5195.8,"nov"
"25136","blue-collar","basic.4y",48,"tue",4.153,"married",5195.8,"nov"
"25149","technician","professional.course",31,"tue",4.153,"single",5195.8,"nov"
"25153","blue-collar","professional.course",41,"tue",4.153,"married",5195.8,"nov"
"25157","management","university.degree",37,"tue",4.153,"married",5195.8,"nov"
"25161","admin.","university.degree",30,"tue",4.153,"divorced",5195.8,"nov"
"25179","admin.","unknown",48,"tue",4.153,"married",5195.8,"nov"
"25182","blue-collar","basic.6y",46,"tue",4.153,"married",5195.8,"nov"
"25183","technician","professional.course",30,"tue",4.153,"single",5195.8,"nov"
"25184","admin.","university.degree",39,"tue",4.153,"married",5195.8,"nov"
"25185","admin.","university.degree",35,"tue",4.153,"divorced",5195.8,"nov"
"25189","self-employed","university.degree",51,"tue",4.153,"married",5195.8,"nov"
"25200","admin.","high.school",36,"tue",4.153,"married",5195.8,"nov"
"25207","admin.","university.degree",54,"tue",4.153,"married",5195.8,"nov"
"25210","self-employed","university.degree",53,"tue",4.153,"divorced",5195.8,"nov"
"25211","admin.","high.school",30,"tue",4.153,"single",5195.8,"nov"
"25223","admin.","high.school",50,"tue",4.153,"married",5195.8,"nov"
"25228","services","high.school",32,"tue",4.153,"divorced",5195.8,"nov"
"25230","management","university.degree",47,"tue",4.153,"married",5195.8,"nov"
"25236","self-employed","university.degree",36,"tue",4.153,"married",5195.8,"nov"
"25245","admin.","university.degree",56,"tue",4.153,"married",5195.8,"nov"
"25251","unemployed","university.degree",37,"tue",4.153,"single",5195.8,"nov"
"25254","technician","high.school",44,"tue",4.153,"married",5195.8,"nov"
"25256","technician","professional.course",46,"tue",4.153,"married",5195.8,"nov"
"25260","unemployed","professional.course",45,"tue",4.153,"single",5195.8,"nov"
"25280","technician","professional.course",29,"tue",4.153,"married",5195.8,"nov"
"25285","admin.","university.degree",31,"tue",4.153,"single",5195.8,"nov"
"25289","technician","university.degree",31,"tue",4.153,"single",5195.8,"nov"
"25290","services","high.school",34,"tue",4.153,"single",5195.8,"nov"
"25299","self-employed","high.school",38,"tue",4.153,"married",5195.8,"nov"
"25300","entrepreneur","basic.9y",50,"tue",4.153,"married",5195.8,"nov"
"25304","blue-collar","basic.4y",32,"tue",4.153,"married",5195.8,"nov"
"25306","entrepreneur","high.school",33,"tue",4.153,"married",5195.8,"nov"
"25313","entrepreneur","high.school",49,"tue",4.153,"married",5195.8,"nov"
"25314","housemaid","basic.4y",36,"tue",4.153,"divorced",5195.8,"nov"
"25319","entrepreneur","university.degree",42,"tue",4.153,"married",5195.8,"nov"
"25320","retired","high.school",54,"tue",4.153,"married",5195.8,"nov"
"25326","blue-collar","basic.4y",42,"tue",4.153,"married",5195.8,"nov"
"25329","management","university.degree",57,"tue",4.153,"married",5195.8,"nov"
"25334","self-employed","basic.4y",42,"tue",4.153,"single",5195.8,"nov"
"25338","entrepreneur","basic.9y",30,"tue",4.153,"single",5195.8,"nov"
"25339","housemaid","basic.4y",36,"tue",4.153,"divorced",5195.8,"nov"
"25354","blue-collar","basic.6y",32,"tue",4.153,"married",5195.8,"nov"
"25357","management","university.degree",58,"tue",4.153,"married",5195.8,"nov"
"25365","blue-collar","basic.4y",43,"tue",4.153,"married",5195.8,"nov"
"25367","services","high.school",30,"tue",4.153,"married",5195.8,"nov"
"25372","self-employed","high.school",34,"tue",4.153,"single",5195.8,"nov"
"25382","services","university.degree",53,"tue",4.153,"divorced",5195.8,"nov"
"25384","blue-collar","basic.9y",58,"tue",4.153,"married",5195.8,"nov"
"25385","blue-collar","basic.9y",58,"tue",4.153,"married",5195.8,"nov"
"25389","unemployed","basic.9y",39,"tue",4.153,"married",5195.8,"nov"
"25395","unemployed","basic.9y",39,"tue",4.153,"married",5195.8,"nov"
"25399","unemployed","basic.9y",39,"tue",4.153,"married",5195.8,"nov"
"25408","services","high.school",45,"tue",4.153,"married",5195.8,"nov"
"25412","technician","professional.course",36,"tue",4.153,"single",5195.8,"nov"
"25413","technician","professional.course",37,"tue",4.153,"married",5195.8,"nov"
"25416","blue-collar","basic.4y",56,"tue",4.153,"single",5195.8,"nov"
"25419","technician","professional.course",30,"tue",4.153,"married",5195.8,"nov"
"25421","technician","professional.course",36,"tue",4.153,"single",5195.8,"nov"
"25422","technician","professional.course",37,"tue",4.153,"married",5195.8,"nov"
"25427","blue-collar","basic.9y",31,"wed",4.12,"married",5195.8,"nov"
"25430","blue-collar","basic.9y",30,"wed",4.12,"married",5195.8,"nov"
"25439","blue-collar","basic.4y",31,"wed",4.12,"married",5195.8,"nov"
"25444","admin.","basic.9y",41,"wed",4.12,"married",5195.8,"nov"
"25445","management","university.degree",36,"wed",4.12,"married",5195.8,"nov"
"25446","management","university.degree",33,"wed",4.12,"married",5195.8,"nov"
"25460","services","high.school",33,"wed",4.12,"single",5195.8,"nov"
"25464","admin.","university.degree",46,"wed",4.12,"divorced",5195.8,"nov"
"25476","blue-collar","basic.9y",29,"wed",4.12,"married",5195.8,"nov"
"25480","self-employed","university.degree",40,"wed",4.12,"married",5195.8,"nov"
"25484","management","university.degree",35,"wed",4.12,"married",5195.8,"nov"
"25488","technician","university.degree",32,"wed",4.12,"single",5195.8,"nov"
"25498","unemployed","professional.course",31,"wed",4.12,"single",5195.8,"nov"
"25501","admin.","basic.9y",29,"wed",4.12,"divorced",5195.8,"nov"
"25503","unemployed","high.school",32,"wed",4.12,"divorced",5195.8,"nov"
"25512","entrepreneur","high.school",44,"wed",4.12,"married",5195.8,"nov"
"25513","technician","university.degree",34,"wed",4.12,"married",5195.8,"nov"
"25514","technician","university.degree",34,"wed",4.12,"married",5195.8,"nov"
"25518","management","university.degree",35,"wed",4.12,"married",5195.8,"nov"
"25525","housemaid","high.school",51,"wed",4.12,"married",5195.8,"nov"
"25528","technician","professional.course",32,"wed",4.12,"married",5195.8,"nov"
"25532","technician","professional.course",40,"wed",4.12,"married",5195.8,"nov"
"25534","technician","basic.9y",29,"wed",4.12,"single",5195.8,"nov"
"25537","admin.","high.school",30,"wed",4.12,"single",5195.8,"nov"
"25548","admin.","university.degree",36,"wed",4.12,"single",5195.8,"nov"
"25549","admin.","university.degree",36,"wed",4.12,"single",5195.8,"nov"
"25559","blue-collar","basic.9y",43,"wed",4.12,"married",5195.8,"nov"
"25560","admin.","university.degree",48,"wed",4.12,"single",5195.8,"nov"
"25561","admin.","high.school",36,"wed",4.12,"divorced",5195.8,"nov"
"25568","housemaid","high.school",29,"wed",4.12,"single",5195.8,"nov"
"25569","technician","professional.course",49,"wed",4.12,"married",5195.8,"nov"
"25570","blue-collar","high.school",31,"wed",4.12,"married",5195.8,"nov"
"25577","services","high.school",47,"wed",4.12,"married",5195.8,"nov"
"25579","admin.","university.degree",34,"wed",4.12,"married",5195.8,"nov"
"25582","blue-collar","basic.4y",46,"wed",4.12,"single",5195.8,"nov"
"25593","technician","high.school",33,"wed",4.12,"single",5195.8,"nov"
"25600","admin.","university.degree",29,"wed",4.12,"married",5195.8,"nov"
"25608","student","university.degree",32,"wed",4.12,"married",5195.8,"nov"
"25609","management","university.degree",48,"wed",4.12,"married",5195.8,"nov"
"25619","unemployed","university.degree",38,"wed",4.12,"married",5195.8,"nov"
"25620","unemployed","professional.course",47,"wed",4.12,"married",5195.8,"nov"
"25624","services","high.school",56,"wed",4.12,"divorced",5195.8,"nov"
"25626","blue-collar","basic.4y",33,"wed",4.12,"married",5195.8,"nov"
"25637","services","high.school",43,"wed",4.12,"divorced",5195.8,"nov"
"25644","management","university.degree",36,"wed",4.12,"married",5195.8,"nov"
"25658","housemaid","unknown",47,"wed",4.12,"married",5195.8,"nov"
"25662","management","high.school",58,"wed",4.12,"divorced",5195.8,"nov"
"25666","services","high.school",33,"wed",4.12,"single",5195.8,"nov"
"25672","management","professional.course",32,"wed",4.12,"single",5195.8,"nov"
"25676","entrepreneur","university.degree",42,"wed",4.12,"single",5195.8,"nov"
"25685","services","high.school",34,"wed",4.12,"single",5195.8,"nov"
"25688","entrepreneur","basic.9y",33,"wed",4.12,"married",5195.8,"nov"
"25703","entrepreneur","university.degree",36,"wed",4.12,"single",5195.8,"nov"
"25706","technician","university.degree",47,"wed",4.12,"married",5195.8,"nov"
"25708","admin.","university.degree",44,"wed",4.12,"single",5195.8,"nov"
"25711","admin.","university.degree",51,"wed",4.12,"married",5195.8,"nov"
"25721","blue-collar","professional.course",35,"wed",4.12,"single",5195.8,"nov"
"25728","blue-collar","basic.9y",53,"wed",4.12,"married",5195.8,"nov"
"25731","blue-collar","high.school",32,"wed",4.12,"single",5195.8,"nov"
"25733","blue-collar","basic.6y",40,"wed",4.12,"married",5195.8,"nov"
"25734","admin.","university.degree",36,"wed",4.12,"married",5195.8,"nov"
"25735","entrepreneur","university.degree",51,"wed",4.12,"married",5195.8,"nov"
"25737","blue-collar","basic.9y",32,"wed",4.12,"married",5195.8,"nov"
"25739","retired","basic.9y",56,"wed",4.12,"married",5195.8,"nov"
"25740","housemaid","basic.9y",35,"wed",4.12,"divorced",5195.8,"nov"
"25751","student","university.degree",32,"wed",4.12,"single",5195.8,"nov"
"25758","admin.","high.school",30,"wed",4.12,"divorced",5195.8,"nov"
"25760","entrepreneur","high.school",32,"wed",4.12,"married",5195.8,"nov"
"25762","blue-collar","basic.9y",29,"wed",4.12,"single",5195.8,"nov"
"25764","self-employed","university.degree",52,"wed",4.12,"married",5195.8,"nov"
"25765","blue-collar","basic.6y",34,"wed",4.12,"married",5195.8,"nov"
"25766","self-employed","university.degree",44,"wed",4.12,"married",5195.8,"nov"
"25767","management","unknown",46,"wed",4.12,"married",5195.8,"nov"
"25773","technician","professional.course",44,"wed",4.12,"married",5195.8,"nov"
"25777","self-employed","university.degree",35,"wed",4.12,"married",5195.8,"nov"
"25791","entrepreneur","university.degree",42,"wed",4.12,"single",5195.8,"nov"
"25798","blue-collar","basic.9y",31,"wed",4.12,"married",5195.8,"nov"
"25800","management","basic.4y",47,"wed",4.12,"married",5195.8,"nov"
"25802","admin.","university.degree",30,"wed",4.12,"married",5195.8,"nov"
"25806","admin.","high.school",33,"wed",4.12,"married",5195.8,"nov"
"25807","management","university.degree",47,"wed",4.12,"married",5195.8,"nov"
"25812","blue-collar","basic.6y",38,"wed",4.12,"married",5195.8,"nov"
"25819","blue-collar","basic.9y",29,"wed",4.12,"married",5195.8,"nov"
"25825","management","university.degree",34,"wed",4.12,"married",5195.8,"nov"
"25838","services","professional.course",32,"wed",4.12,"married",5195.8,"nov"
"25843","technician","professional.course",36,"wed",4.12,"married",5195.8,"nov"
"25844","services","high.school",29,"wed",4.12,"single",5195.8,"nov"
"25846","technician","professional.course",35,"wed",4.12,"single",5195.8,"nov"
"25849","technician","professional.course",35,"wed",4.12,"single",5195.8,"nov"
"25851","admin.","high.school",44,"wed",4.12,"single",5195.8,"nov"
"25854","blue-collar","high.school",31,"wed",4.12,"single",5195.8,"nov"
"25864","blue-collar","basic.4y",30,"wed",4.12,"married",5195.8,"nov"
"25869","unemployed","high.school",47,"wed",4.12,"married",5195.8,"nov"
"25871","admin.","university.degree",32,"wed",4.12,"married",5195.8,"nov"
"25875","blue-collar","basic.9y",34,"wed",4.12,"single",5195.8,"nov"
"25879","management","university.degree",33,"wed",4.12,"married",5195.8,"nov"
"25882","blue-collar","high.school",31,"wed",4.12,"single",5195.8,"nov"
"25892","admin.","university.degree",29,"wed",4.12,"married",5195.8,"nov"
"25894","services","basic.4y",48,"wed",4.12,"divorced",5195.8,"nov"
"25896","blue-collar","basic.9y",46,"wed",4.12,"married",5195.8,"nov"
"25898","admin.","university.degree",36,"wed",4.12,"married",5195.8,"nov"
"25899","management","university.degree",36,"wed",4.12,"married",5195.8,"nov"
"25908","entrepreneur","university.degree",53,"wed",4.12,"divorced",5195.8,"nov"
"25911","technician","basic.9y",47,"wed",4.12,"married",5195.8,"nov"
"25928","technician","university.degree",32,"wed",4.12,"married",5195.8,"nov"
"25930","admin.","university.degree",44,"wed",4.12,"single",5195.8,"nov"
"25933","entrepreneur","basic.4y",42,"wed",4.12,"married",5195.8,"nov"
"25936","blue-collar","basic.9y",38,"wed",4.12,"married",5195.8,"nov"
"25941","technician","basic.9y",55,"wed",4.12,"married",5195.8,"nov"
"25948","management","university.degree",58,"wed",4.12,"married",5195.8,"nov"
"25958","entrepreneur","university.degree",32,"wed",4.12,"married",5195.8,"nov"
"25965","blue-collar","basic.6y",38,"wed",4.12,"single",5195.8,"nov"
"25968","technician","professional.course",31,"wed",4.12,"single",5195.8,"nov"
"25969","self-employed","university.degree",31,"wed",4.12,"married",5195.8,"nov"
"25970","blue-collar","basic.6y",38,"wed",4.12,"single",5195.8,"nov"
"25971","management","university.degree",49,"wed",4.12,"married",5195.8,"nov"
"25977","technician","basic.9y",35,"wed",4.12,"single",5195.8,"nov"
"25986","technician","university.degree",50,"wed",4.12,"married",5195.8,"nov"
"25988","admin.","professional.course",42,"wed",4.12,"married",5195.8,"nov"
"25991","self-employed","university.degree",32,"wed",4.12,"single",5195.8,"nov"
"25994","housemaid","basic.9y",54,"wed",4.12,"married",5195.8,"nov"
"26009","admin.","university.degree",43,"wed",4.12,"married",5195.8,"nov"
"26012","admin.","university.degree",35,"wed",4.12,"single",5195.8,"nov"
"26014","management","university.degree",43,"wed",4.12,"married",5195.8,"nov"
"26020","entrepreneur","university.degree",36,"wed",4.12,"single",5195.8,"nov"
"26021","admin.","university.degree",33,"wed",4.12,"single",5195.8,"nov"
"26023","management","university.degree",42,"wed",4.12,"married",5195.8,"nov"
"26025","management","university.degree",32,"wed",4.12,"single",5195.8,"nov"
"26027","blue-collar","professional.course",30,"wed",4.12,"married",5195.8,"nov"
"26033","management","university.degree",33,"wed",4.12,"married",5195.8,"nov"
"26038","management","high.school",51,"wed",4.12,"married",5195.8,"nov"
"26039","services","high.school",34,"wed",4.12,"single",5195.8,"nov"
"26040","technician","basic.9y",46,"wed",4.12,"married",5195.8,"nov"
"26042","technician","professional.course",30,"wed",4.12,"single",5195.8,"nov"
"26043","management","university.degree",35,"wed",4.12,"married",5195.8,"nov"
"26046","blue-collar","basic.4y",31,"wed",4.12,"married",5195.8,"nov"
"26050","admin.","high.school",30,"wed",4.12,"married",5195.8,"nov"
"26060","blue-collar","basic.4y",42,"wed",4.12,"married",5195.8,"nov"
"26067","management","university.degree",56,"wed",4.12,"divorced",5195.8,"nov"
"26068","management","university.degree",56,"wed",4.12,"married",5195.8,"nov"
"26069","housemaid","university.degree",41,"wed",4.12,"divorced",5195.8,"nov"
"26076","admin.","basic.9y",49,"wed",4.12,"single",5195.8,"nov"
"26085","entrepreneur","unknown",53,"wed",4.12,"married",5195.8,"nov"
"26087","admin.","high.school",50,"wed",4.12,"married",5195.8,"nov"
"26091","technician","high.school",40,"wed",4.12,"divorced",5195.8,"nov"
"26093","admin.","high.school",46,"wed",4.12,"single",5195.8,"nov"
"26095","services","high.school",33,"wed",4.12,"married",5195.8,"nov"
"26097","blue-collar","basic.6y",54,"wed",4.12,"married",5195.8,"nov"
